stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,delay_register_active,offset_correction_active_codes,gain_correction_active,active_polarity,primary_valid,primary_rejection_reason,raw_phase_difference_rad,polarity_hypothesis,applied_phase_adjustment_rad,corrected_phase_difference_rad,measured_skew_samples,measured_skew_ps,tone_A_frequency_hz,tone_B_frequency_hz,tone_A_amplitude,tone_B_amplitude,tone_A_correlation,tone_B_correlation,tone_A_rmse,tone_B_rmse,dither_A_valid,dither_B_valid,dither_skew_valid,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_samples,tone_dither_disagreement_ps
skew,calibration,4,9,2,462,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.125412,-1,-3.141593,-0.016180,-0.016739,-12.875994,199999934.868468,199999934.868468,545.035229,536.235058,0.999624,0.999625,10.576912,10.394892,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,3,463,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.124192,-1,-3.141593,-0.017401,-0.018001,-13.847097,199999934.868468,199999934.868468,543.929060,534.956520,0.999652,0.999630,10.150752,10.289914,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,4,464,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.124337,-1,-3.141593,-0.017256,-0.017851,-13.731869,199999934.868468,199999934.868468,543.472087,534.420494,0.999623,0.999615,10.556578,10.492394,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,5,465,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.121237,-1,-3.141593,-0.020355,-0.021058,-16.198323,199999934.868468,199999934.868468,538.669467,529.980442,0.999553,0.999525,11.388491,11.555952,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,6,466,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.123351,-1,-3.141593,-0.018241,-0.018871,-14.516033,199999934.868468,199999934.868468,542.523078,533.693155,0.999575,0.999557,11.192952,11.229337,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,7,467,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.121181,-1,-3.141593,-0.020412,-0.021116,-16.243460,199999934.868468,199999934.868468,538.419428,529.344430,0.999637,0.999632,10.263549,10.147522,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,8,468,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.124807,-1,-3.141593,-0.016786,-0.017365,-13.357691,199999934.868468,199999934.868468,545.101253,536.396136,0.999652,0.999628,10.169156,10.351130,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,9,469,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.122214,-1,-3.141593,-0.019379,-0.020047,-15.421045,199999934.868468,199999934.868468,539.744920,530.737894,0.999641,0.999625,10.232610,10.273256,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,10,470,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.122082,-1,-3.141593,-0.019510,-0.020184,-15.525797,199999934.868468,199999934.868468,540.518302,531.433599,0.999626,0.999617,10.450156,10.400658,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,1,471,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140482,-1,3.141593,0.001111,0.001149,0.883851,199999934.868468,199999934.868468,538.092319,531.268853,0.999577,0.999585,11.073595,10.829049,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,2,472,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139812,-1,3.141593,0.001781,0.001842,1.416975,199999934.868468,199999934.868468,537.250227,530.340116,0.999612,0.999603,10.584371,10.568545,1,1,1,0.015206,11.696584,0.013363,10.279609
skew,calibration,5,10,3,473,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140997,-1,3.141593,0.000596,0.000616,0.474211,199999934.868468,199999934.868468,543.187568,536.245912,0.999621,0.999599,10.574138,10.739551,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,4,474,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.141387,-1,3.141593,0.000206,0.000213,0.163746,199999934.868468,199999934.868468,544.443683,537.545349,0.999583,0.999599,11.125682,10.768677,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,5,475,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140338,-1,3.141593,0.001255,0.001298,0.998700,199999934.868468,199999934.868468,537.194049,530.154200,0.999614,0.999598,10.559457,10.629693,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,6,476,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140976,-1,3.141593,0.000616,0.000638,0.490439,199999934.868468,199999934.868468,541.642058,534.935936,0.999613,0.999602,10.660465,10.669093,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,7,477,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140707,-1,3.141593,0.000885,0.000916,0.704416,199999934.868468,199999934.868468,542.325806,535.765891,0.999623,0.999597,10.537422,10.754327,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,8,478,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140609,-1,3.141593,0.000983,0.001017,0.782444,199999934.868468,199999934.868468,537.574768,530.708181,0.999487,0.999487,12.176836,12.025602,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,9,479,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139985,-1,3.141593,0.001607,0.001663,1.279003,199999934.868468,199999934.868468,537.778502,530.889251,0.999605,0.999601,10.701344,10.608258,1,1,0,nan,nan,nan,nan
skew,calibration,5,10,10,480,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139714,-1,3.141593,0.001878,0.001943,1.494766,199999934.868468,199999934.868468,540.237056,533.398050,0.999558,0.999546,11.363376,11.371362,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,1,481,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139358,-1,3.141593,0.002234,0.002311,1.777942,199999934.868468,199999934.868468,537.194908,530.225216,0.999577,0.999584,11.051659,10.817352,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,2,482,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.141028,-1,3.141593,0.000564,0.000584,0.448946,199999934.868468,199999934.868468,544.156406,537.248170,0.999563,0.999543,11.375181,11.486364,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,3,483,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140114,-1,3.141593,0.001478,0.001529,1.176311,199999934.868468,199999934.868468,536.526672,529.840784,0.999629,0.999613,10.342105,10.431202,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,4,484,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139396,-1,3.141593,0.002197,0.002273,1.748338,199999934.868468,199999934.868468,537.100315,530.292233,0.999496,0.999505,12.060012,11.798067,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,5,485,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139498,-1,3.141593,0.002095,0.002167,1.666980,199999934.868468,199999934.868468,536.828546,529.961706,0.999642,0.999617,10.159812,10.384125,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,6,486,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.141117,-1,3.141593,0.000476,0.000492,0.378700,199999934.868468,199999934.868468,544.459377,537.332456,0.999636,0.999622,10.399688,10.450536,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,7,487,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.141101,-1,3.141593,0.000492,0.000509,0.391361,199999934.868468,199999934.868468,544.010715,537.139197,0.999595,0.999579,10.947799,11.018057,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,8,488,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.140690,-1,3.141593,0.000902,0.000934,0.718160,199999934.868468,199999934.868468,541.276639,534.550728,0.999542,0.999538,11.594728,11.498683,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,9,489,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139697,-1,3.141593,0.001896,0.001961,1.508562,199999934.868468,199999934.868468,536.914750,529.910698,0.999636,0.999606,10.251429,10.531796,1,1,0,nan,nan,nan,nan
skew,calibration,6,11,10,490,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,35,5.223837,1.000000,1.000000,1,none,-3.139796,-1,3.141593,0.001796,0.001858,1.429359,199999934.868468,199999934.868468,536.615178,529.799939,0.999623,0.999624,10.430194,10.283006,1,1,0,nan,nan,nan,nan
