sample_index,adc_code,ifc_vpp,sweep_index
1264,-7,2.04,1
1265,-149,2.04,1
1266,81,2.04,1
1267,-158,2.04,1
1268,245,2.04,1
1269,-66,2.04,1
1270,129,2.04,1
1271,-8,2.04,1
1272,119,2.04,1
1273,-101,2.04,1
1274,92,2.04,1
1275,-178,2.04,1
1276,120,2.04,1
1277,-141,2.04,1
1278,66,2.04,1
1279,-188,2.04,1
1280,198,2.04,1
1281,-66,2.04,1
1282,175,2.04,1
1283,-29,2.04,1
1284,194,2.04,1
1285,1,2.04,1
1286,194,2.04,1
1287,16,2.04,1
1288,111,2.04,1
1289,-906,2.04,1
1290,-75,2.04,1
1291,-176,2.04,1
1292,-631,2.04,1
